"id","date_part","cash_flow"
18353,"2013","390328"
18353,"2014","-2078583"
18359,"2007","204482"
18360,"2007","-522043"
18360,"2008","1036320"
18360,"2009","7775"
18360,"2010","-6440"
18360,"2011","-563436"
18360,"2012","-118531"
18360,"2013","1254"
18363,"2007","428549"
18363,"2008","-1384341"
18363,"2009","3128827"
18363,"2010","389337"
18363,"2011","-242193"
18363,"2012","-342956"
18363,"2013","-1943490"
18363,"2014","384588"
18369,"2007","31923"
18369,"2008","301128"
18369,"2009","-454034"
18369,"2010","245134"
18370,"2007","276932"
18370,"2008","1077832"
18370,"2009","1651896"
18370,"2010","-1814544"
18370,"2011","-1405637"
18370,"2012","-675869"
18370,"2013","45970"
18370,"2014","29134"
18374,"2007","28200"
18375,"2007","15404753"
18375,"2008","22451130"
18375,"2009","8112495"
18375,"2010","-14053277"
18375,"2011","20060725"
18375,"2012","-36801232"
18375,"2013","19537850"
18375,"2014","1134385"
18377,"2007","971541"
18377,"2008","287589"
18377,"2009","2477784"
18377,"2010","7255980"
18377,"2011","-1616036"
18377,"2012","1066673"
18377,"2013","1031481"
18377,"2014","15147"
18378,"2007","748782"
18378,"2008","3612799"
18378,"2009","3747483"
18378,"2010","-385301"
18378,"2011","382751"
18378,"2012","-697354"
18378,"2013","1343691"
18378,"2014","-1227790"
18379,"2007","-12196520"
18379,"2008","6504703"
18379,"2009","-2397830"
18379,"2010","-7068759"
18379,"2011","8330088"
18379,"2012","1468924"
18379,"2013","-12142524"
18379,"2014","6202440"
18383,"2007","4809884"
18383,"2008","1792025"
18383,"2009","-2288177"
18383,"2010","166733"
18383,"2011","-1831821"
18383,"2012","1607839"
18383,"2013","-815390"
18383,"2014","-359930"
18387,"2007","223458"
18387,"2008","2937338"
18387,"2009","519518"
18387,"2010","9858506"
18387,"2011","-36622"
18387,"2012","-1677026"
18387,"2013","1268435"
18387,"2014","-777326"
18390,"2007","-333240"
18390,"2008","483199"
18390,"2009","-1631603"
18390,"2010","-1352146"
18390,"2011","1725159"
18390,"2012","158088"
18390,"2013","663959"
18390,"2014","-2878546"
18393,"2007","-1358989"
18393,"2008","545311"
18393,"2009","577995"
18393,"2010","897172"
18393,"2011","319800"
18393,"2012","23"
18393,"2013","-11710"
18393,"2014","4166"
18394,"2008","-1553426"
18394,"2009","-5342482"
18394,"2010","11481682"
18394,"2011","3036686"
18394,"2012","-5456"
18394,"2013","-3108"
18394,"2014","-503498"
18396,"2007","3008312"
18398,"2007","-278249"
18398,"2008","-74576"
18398,"2009","688281"
18398,"2010","332908"
18398,"2011","-1455776"
18398,"2012","130785"
18398,"2013","487633"
18400,"2007","-1860111"
18400,"2008","-1303251"
18400,"2009","-869745"
18400,"2010","903"
18400,"2011","517426"
18400,"2012","-43286"
18400,"2013","-5820"
18400,"2014","-233985"
18404,"2012","83080"
18409,"2008","-353"
18409,"2009","-3685342"
18409,"2010","159055"
18409,"2011","-75769"
18409,"2012","-35717"
18409,"2013","80055"
18409,"2014","1664"
18414,"2007","-8611106"
18414,"2008","8942875"
18414,"2009","-6061717"
18414,"2010","-5650974"
18414,"2011","-7544822"
18414,"2012","-11563812"
18414,"2013","-7574253"
18414,"2014","6919728"
18417,"2007","-292817"
18417,"2008","-107135"
18417,"2009","-95042"
18419,"2007","489371"
18419,"2008","-87595"
18419,"2009","-38313"
18419,"2010","238023"
18419,"2011","-191378"
18419,"2012","477071"
18419,"2013","-299231"
18419,"2014","458183"
18421,"2007","4597911"
18421,"2008","1691276"
18421,"2009","-3692422"
18421,"2010","-399389"
18421,"2011","200848"
18421,"2012","-597761"
18421,"2013","-72463"
18421,"2014","107994"
18423,"2007","-217222"
18423,"2008","216333"
18423,"2009","-34111"
18423,"2010","-371247"
18423,"2011","227015"
18423,"2012","352245"
18423,"2013","-35220"
18423,"2014","-249894"
18424,"2007","32852908"
18424,"2008","-61292193"
18424,"2009","1463121"
18424,"2010","-16016123"
18424,"2011","-87061523"
18424,"2012","9629430"
18424,"2013","102115250"
18424,"2014","-3359779"
18426,"2007","507698"
18426,"2008","-270608"
18426,"2009","-534965"
18426,"2010","41710"
18426,"2011","-796947"
18426,"2012","691560"
18426,"2013","-706329"
18426,"2014","339790"
18427,"2007","-38912"
18427,"2008","-9072"
18427,"2009","251329"
18427,"2011","-230068"
18427,"2012","41694"
18427,"2013","-200142"
18427,"2014","-5221"
18429,"2007","485827"
18429,"2008","137098"
18429,"2009","5312938"
18429,"2010","-1637685"
18429,"2011","-7465190"
18429,"2012","1435526"
18429,"2013","-3904006"
18429,"2014","858073"
18430,"2007","-2157549"
18430,"2008","-2347360"
18430,"2009","914255"
18430,"2010","-1768551"
18430,"2011","783062"
18430,"2012","1431052"
18430,"2013","3072397"
18432,"2007","262690"
18432,"2008","-3274228"
18432,"2009","804641"
18432,"2010","106893"
18432,"2011","-145232"
18432,"2012","2491779"
18432,"2013","-1857926"
18432,"2014","231404"
18434,"2008","-539077"
18434,"2009","-1588499"
18434,"2010","329617"
18434,"2011","-1183076"
18434,"2012","-823215"
18434,"2013","95016"
18434,"2014","7587"
18437,"2013","-484278"
18437,"2014","-55688"
18440,"2007","5016381"
18440,"2008","-1849946"
18440,"2009","269319"
18440,"2010","-389231"
18440,"2011","-7729819"
18440,"2012","2647137"
18440,"2013","16036187"
18440,"2014","-11190092"
18441,"2007","2330492"
18441,"2008","2227563"
18441,"2009","23494901"
18441,"2010","12490052"
18441,"2011","20247898"
18441,"2012","-17968793"
18441,"2013","-6742242"
18442,"2007","-2454371"
18442,"2008","1456052"
18442,"2009","-36228"
18442,"2010","-860155"
18444,"2007","15628"
18444,"2008","75987"
18444,"2012","3056"
18444,"2013","-55680"
18444,"2014","-771789"
18445,"2008","-94369"
18445,"2009","-739309"
18445,"2010","86065"
18445,"2011","-40625"
18445,"2012","-645417"
18445,"2013","537713"
18445,"2014","-722229"
18446,"2007","1002918"
18446,"2008","2067968"
18446,"2009","-1783926"
18446,"2010","325148"
18446,"2011","666696"
18446,"2012","-998695"
18446,"2013","1658"
18446,"2014","3067582"
18449,"2010","-12751"
18449,"2011","-3099"
18449,"2012","-9600"
18449,"2013","-1266"
18449,"2014","132267"
18452,"2007","2202540"
18452,"2008","-861855"
18452,"2009","9231832"
18452,"2010","-34209"
18452,"2011","-575487"
18452,"2012","2457839"
18452,"2013","-5815481"
18452,"2014","1124863"
18453,"2008","1305991"
18453,"2009","-2929642"
18453,"2010","-105268"
18453,"2011","-591642"
18453,"2012","1648636"
18453,"2013","316829"
18453,"2014","-342016"
18458,"2007","-705962"
18458,"2008","92511"
18458,"2009","-87613"
18458,"2010","658438"
18458,"2011","-276779"
18459,"2007","-708491"
18459,"2008","-4005"
18459,"2009","14971"
18459,"2010","18741"
18459,"2011","-3287"
18459,"2012","-27160"
18460,"2007","8916656"
18460,"2008","468110"
18460,"2009","-154601"
18460,"2010","-1468729"
18460,"2011","5660695"
18460,"2012","2103729"
18460,"2013","2778040"
18460,"2014","-4121006"
18463,"2007","9594071"
18463,"2008","-18341116"
18463,"2009","3722332"
18463,"2010","-27507234"
18463,"2011","-13856506"
18463,"2012","-26540579"
18463,"2013","-25239933"
18465,"2007","-767778"
18465,"2008","439934"
18465,"2009","-60250"
18465,"2010","957534"
18466,"2007","5307080"
18466,"2008","3500132"
18466,"2009","2430383"
18466,"2010","-781220"
18466,"2011","-615079"
18466,"2012","-19373"
18466,"2013","234041"
18466,"2014","1634110"
18471,"2007","-223422"
18471,"2008","128784"
18471,"2009","427668"
18471,"2010","-926336"
18471,"2011","4304"
18471,"2012","-152381"
18471,"2013","-339101"
18471,"2014","-717744"
18473,"2007","-16644"
18479,"2007","204467"
18479,"2008","849835"
18479,"2009","-2605791"
18479,"2010","-389625"
18479,"2011","-763"
18479,"2012","1780525"
18479,"2013","-1345727"
18479,"2014","703973"
18482,"2007","-34234426"
18482,"2008","-49417711"
18482,"2009","484410"
18482,"2010","15148874"
18482,"2011","48564108"
18482,"2012","82809918"
18482,"2013","-16463459"
18482,"2014","-8804143"
18486,"2007","-402061"
18486,"2008","491891"
18486,"2009","-195262"
18492,"2007","437540"
18492,"2008","595888"
18492,"2009","846344"
18492,"2010","-94885"
18492,"2011","955881"
18492,"2012","-1849044"
18492,"2013","-413986"
18492,"2014","-1039159"
18496,"2007","8149834"
18496,"2008","-5435882"
18496,"2009","-7073183"
18496,"2010","11181045"
18496,"2011","5621948"
18496,"2012","8900101"
18496,"2013","-1852112"
18496,"2014","11604785"
18499,"2007","-175729"
18500,"2007","852751"
18500,"2008","106523"
18502,"2007","-2788915"
18502,"2008","-653619"
18502,"2009","-383275"
18502,"2010","8533161"
18502,"2011","-24982"
18502,"2012","-6170015"
18502,"2013","-14319"
18502,"2014","2697425"
18503,"2007","8270"
18503,"2008","149459"
18504,"2007","-40938"
18504,"2008","10714"
18504,"2009","-151519"
18504,"2010","-68133"
18504,"2011","264423"
18504,"2012","323814"
18504,"2013","162833"
18504,"2014","-81538"
18512,"2007","-326924"
18512,"2008","-755061"
18513,"2007","394993"
18513,"2008","297928"
18513,"2009","828836"
18529,"2007","289463"
18529,"2008","219632"
18529,"2009","1033705"
18529,"2010","-1381279"
18529,"2011","2098831"
18529,"2012","-1857527"
18529,"2013","974615"
18529,"2014","387807"
18546,"2007","1092254"
18546,"2008","-44773"
18546,"2009","50275"
18546,"2010","41258"
18546,"2011","164021"
18546,"2012","51558"
18546,"2013","24330"
18546,"2014","104199"
18554,"2007","-6174732"
18555,"2007","1577400"
18555,"2008","-162937"
18555,"2009","-729737"
18555,"2010","559389"
18555,"2011","-941177"
18555,"2012","683422"
18555,"2013","-476684"
18555,"2014","-979095"
18560,"2007","7220074"
18560,"2008","9072716"
18560,"2009","-15806119"
18560,"2010","-2129737"
18560,"2011","-326962"
18560,"2012","1194941"
18560,"2013","2683343"
18560,"2014","-7959449"
18563,"2007","149591"
18563,"2008","230765"
18563,"2009","-612536"
18563,"2010","-395540"
18563,"2011","-485657"
18563,"2012","-179121"
18563,"2013","521681"
18563,"2014","-314476"
18569,"2008","-21108"
18569,"2009","-68466"
18569,"2010","-202074"
18569,"2011","-98849"
18569,"2012","246791"
18569,"2013","-164950"
18569,"2014","-258258"
18571,"2008","-249414"
18571,"2009","2957921"
18571,"2010","-42159"
18571,"2011","1100201"
18571,"2012","-4932213"
18571,"2013","14047518"
18571,"2014","17704477"
18578,"2007","5184048"
18578,"2008","-926380"
18578,"2009","-353760"
18578,"2010","2197308"
18578,"2011","887644"
18578,"2012","1438999"
18578,"2013","-107730"
18578,"2014","2737537"
18580,"2007","-408874"
18580,"2008","201979"
18580,"2009","-175785"
18580,"2010","56672"
18580,"2011","-43372"
18580,"2012","2562"
18580,"2013","79352"
18580,"2014","75338"
18581,"2007","-7589"
18581,"2008","-29076"
18581,"2009","-9591"
18582,"2007","106901"
18582,"2008","96651"
18582,"2009","290814"
18582,"2010","65585"
18582,"2011","-30259"
18582,"2012","-79909"
18582,"2013","-136048"
18582,"2014","-311192"
18584,"2007","-508137"
18584,"2008","762309"
18584,"2009","665237"
18584,"2010","516091"
18584,"2011","-406003"
18584,"2012","-44768"
18584,"2013","194105"
18584,"2014","-29628"
18586,"2007","-673447"
18590,"2007","948501"
18590,"2009","5493165"
18590,"2010","-970115"
18590,"2011","857222"
18590,"2012","1336962"
18590,"2013","1402740"
18590,"2014","-307823"
18601,"2007","-415519"
18601,"2008","-1077023"
18601,"2009","-3451"
18601,"2010","-427963"
18601,"2011","-114308"
18601,"2012","1752406"
18601,"2013","-247563"
18601,"2014","319304"
18602,"2007","1209738"
18602,"2008","266360"
18602,"2009","-119997"
18602,"2010","172519"
18602,"2011","125391"
18602,"2012","15004351"
18602,"2013","52196"
18602,"2014","12725036"
18603,"2007","-335011"
18603,"2008","-1917647"
18603,"2009","249815"
18603,"2010","400549"
18603,"2011","-1766434"
18603,"2012","543552"
18603,"2013","-3365498"
18603,"2014","323464"
18605,"2007","-530855"
18605,"2008","1528328"
18605,"2009","350953"
18605,"2010","-2193767"
18605,"2011","5134635"
18605,"2012","-2324487"
18605,"2013","126616"
18605,"2014","3365429"
18612,"2007","112699"
18612,"2008","310420"
18612,"2009","-877754"
18612,"2010","702614"
18612,"2011","-1434187"
18612,"2012","1767325"
18612,"2013","-681834"
18612,"2014","-1851537"
18617,"2012","-14091"
18617,"2013","-260461"
18617,"2014","-69700"
18629,"2007","22156"
18634,"2007","-119565"
18634,"2012","786045"
18634,"2013","582070"
18634,"2014","1184391"
18635,"2007","-142974245"
18635,"2008","87575663"
18635,"2009","-30988389"
18635,"2010","153516521"
18635,"2011","-32885468"
18635,"2012","179879950"
18635,"2013","282080898"
18635,"2014","214810566"
18638,"2007","515259"
18638,"2008","1068908"
18638,"2009","154949"
18638,"2010","1146093"
18638,"2011","45475"
18638,"2012","-272857"
18638,"2013","8030"
18638,"2014","-94342"
18646,"2007","395140"
18646,"2012","-72022"
18646,"2013","28616"
18646,"2014","-68833"
18656,"2007","-1406741"
18656,"2008","-639226"
18656,"2009","-256663"
18656,"2010","-983828"
18656,"2011","495043"
18656,"2014","-107473"
18657,"2007","1800031"
18657,"2011","-198077"
18657,"2012","662964"
18657,"2013","-3793854"
18657,"2014","-1108614"
18660,"2007","64379"
18660,"2008","-134141"
18660,"2009","-128102"
18660,"2010","-565881"
18660,"2011","-246643"
18660,"2012","-90252"
18660,"2013","-4504"
18660,"2014","-2467310"
18661,"2007","1003933"
18661,"2008","-224523"
18661,"2009","-10800"
18661,"2010","1077842"
18661,"2011","-1231337"
18661,"2012","2093610"
18661,"2013","-111394"
18661,"2014","2343039"
18665,"2007","-2644312"
18665,"2008","-2105321"
18665,"2009","400342"
18665,"2010","-371061"
18665,"2011","-1170400"
18665,"2012","629846"
18665,"2013","-290380"
18672,"2007","-64170"
18672,"2008","206189"
18672,"2009","-37276"
18672,"2010","-127354"
18672,"2011","-473709"
18672,"2012","775699"
18672,"2013","-288062"
18672,"2014","620747"
18678,"2008","621867"
18678,"2009","69649"
18678,"2010","50783"
18678,"2011","39479"
18678,"2012","-196707"
18678,"2013","91326"
18678,"2014","-553348"
18679,"2008","3164769"
18679,"2009","3154640"
18679,"2010","155003"
18679,"2011","502746"
18679,"2012","-7860722"
18679,"2013","2574880"
18679,"2014","-7532659"
18684,"2007","-9218441"
18684,"2008","1127680"
18684,"2009","-13451081"
18684,"2010","3082438"
18684,"2011","-1527837"
18684,"2012","1378450"
18684,"2013","-1457310"
18684,"2014","1637019"
18688,"2008","1135443"
18689,"2007","168649"
18689,"2008","-6154"
18689,"2009","-177050"
18689,"2010","-317926"
18689,"2011","-761727"
18689,"2012","888758"
18689,"2013","-111020"
18689,"2014","-523286"
18697,"2007","-1003131"
18697,"2008","-1753601"
18697,"2009","-3212948"
18697,"2010","-2033206"
18697,"2011","634856"
18697,"2012","1494177"
18697,"2013","14595"
18697,"2014","-1738758"
18704,"2007","-117412"
18705,"2007","573522"
18705,"2008","523088"
18706,"2007","-1839805"
18706,"2008","2923925"
18706,"2009","-461862"
18706,"2010","-786911"
18706,"2011","208398"
18706,"2012","-7303570"
18706,"2013","-1095016"
18706,"2014","5423197"
18726,"2007","3227217"
18726,"2008","160092437"
18726,"2009","-2063373"
18726,"2010","-3512593"
18726,"2011","-7219"
18726,"2012","-3065529"
18726,"2013","10033740"
18726,"2014","2975433"
18730,"2007","-35910"
18730,"2009","-349947"
18730,"2010","122944"
18730,"2011","-15309"
18730,"2012","268571"
18730,"2013","643528"
18730,"2014","-1484086"
18733,"2007","-4365656"
18733,"2008","1621723"
18733,"2009","-168888"
18733,"2010","1475074"
18733,"2011","1770217"
18733,"2012","-1576187"
18739,"2007","99100"
18739,"2008","2344920"
18739,"2009","-454595"
18739,"2010","-127603"
18739,"2011","265199"
18739,"2012","1703247"
18739,"2013","-2636485"
18739,"2014","240934"
18740,"2007","205138"
18740,"2008","339199"
18740,"2009","696084"
18740,"2010","360117"
18740,"2011","515307"
18741,"2007","-2910931"
18741,"2008","-3424982"
18741,"2009","854547"
18741,"2010","-1135876"
18742,"2013","-1044"
18742,"2014","31634"
18747,"2007","-1253780"
18747,"2008","-954722"
18747,"2009","-45656"
18747,"2010","104867"
18747,"2011","879499"
18747,"2012","635004"
18747,"2013","2550"
18747,"2014","-571857"
18750,"2007","27053"
18750,"2008","-399624"
18750,"2009","-1668278"
18750,"2010","3622324"
18750,"2011","1574630"
18750,"2012","7949200"
18750,"2013","4002297"
18750,"2014","8676375"
18752,"2008","-75214"
18752,"2009","21391"
18752,"2010","39134"
18752,"2011","254760"
18752,"2012","-151262"
18752,"2013","-143899"
18752,"2014","-2384"
18762,"2008","-630017"
18762,"2009","622303"
18762,"2010","-22790"
18762,"2011","68009"
18762,"2012","-365919"
18762,"2013","24089"
18774,"2007","-3283"
18774,"2008","-3126082"
18774,"2009","8652"
18774,"2010","41546342"
18774,"2011","3165530"
18774,"2012","-7634441"
18774,"2013","-101240"
18774,"2014","-2653657"
18775,"2007","-3805739"
18775,"2008","2064024"
18775,"2009","-5764745"
18775,"2010","-1091402"
18775,"2012","-308951"
18775,"2013","-4382730"
18775,"2014","2244101"
18776,"2007","-5059804"
18776,"2012","-725595"
18776,"2013","1784461"
18776,"2014","138408"
18778,"2007","-277279"
18778,"2008","-280602"
18778,"2009","78156"
18778,"2010","-5283044"
18778,"2011","3145919"
18778,"2012","-2672703"
18778,"2013","785667"
18778,"2014","-186275"
18782,"2007","-92376"
18782,"2008","-58413"
18782,"2009","116667"
18782,"2010","-33757"
18782,"2011","-18264"
18782,"2012","-18565"
18782,"2013","10959"
18783,"2007","736911"
18783,"2008","81652"
18783,"2009","137380"
18783,"2010","153429"
18783,"2011","-1402988"
18783,"2012","38156"
18783,"2013","-20929"
18783,"2014","1805001"
18785,"2008","14740"
18788,"2008","-5816"
18788,"2009","-63147"
18788,"2010","-229"
18789,"2007","-287674"
18789,"2008","-16529"
18789,"2009","94498"
18789,"2010","-126206"
18789,"2011","162283"
18789,"2012","598153"
18789,"2013","192617"
18789,"2014","-140"
18795,"2011","2354647"
18795,"2012","-24378"
18795,"2013","-719519"
18797,"2007","-123815"
18801,"2007","812757"
18801,"2008","-17356583"
18801,"2009","1429768"
18801,"2010","1036373"
18801,"2011","-4606432"
18801,"2012","1669018"
18801,"2013","1838870"
18801,"2014","-999614"
18802,"2014","192992"
18808,"2007","-443926"
18808,"2008","3752"
18814,"2012","443"
18814,"2013","3874"
18820,"2007","-186097"
18820,"2008","-435688"
18820,"2009","-1314177"
18820,"2010","230291"
18820,"2011","-1113901"
18820,"2012","-677191"
18820,"2013","-1246077"
18820,"2014","-93249"
18830,"2007","-273404"
18830,"2008","-218755"
18830,"2009","11962"
18830,"2010","52050"
18830,"2011","-329748"
18830,"2012","134001"
18830,"2013","25344"
18830,"2014","8860"
18836,"2007","-456274"
18836,"2008","-11436"
18836,"2009","-327448"
18836,"2010","183307"
18836,"2011","-224868"
18836,"2012","-1978375"
18836,"2013","302415"
18836,"2014","687148"
18838,"2007","-106379"
18840,"2007","522234"
18840,"2008","509853"
18840,"2009","4981413"
18840,"2010","-6258066"
18840,"2011","-11211575"
18845,"2007","-1940396"
18845,"2008","-5599005"
18845,"2009","-1424592"
18845,"2010","-1211878"
18845,"2011","6574233"
18845,"2012","12861612"
18845,"2013","-2653210"
18845,"2014","-2920223"
18855,"2013","3053"
18858,"2007","1318237"
18858,"2008","530527"
18858,"2009","-7594167"
18858,"2010","5550716"
18858,"2011","5154177"
18858,"2012","2933277"
18858,"2013","-5024288"
18859,"2007","-595611"
18859,"2008","188212"
18859,"2009","-821474"
18859,"2010","404171"
18859,"2011","584605"
18859,"2012","1245923"
18859,"2013","1257480"
18859,"2014","340470"
18861,"2007","2220016"
18861,"2008","692163"
18861,"2009","-6813038"
18861,"2010","-445898"
18861,"2011","109867"
18861,"2012","-1118991"
18861,"2013","-1587830"
18861,"2014","885317"
18862,"2007","-275560"
18862,"2008","42084"
18862,"2009","90047"
18862,"2010","7040"
18862,"2011","-29964"
18862,"2012","291756"
18862,"2013","27387"
18862,"2014","-647833"
18863,"2007","78487"
18863,"2008","328278"
18863,"2009","970538"
18863,"2010","-839673"
18863,"2011","-752724"
18863,"2012","-320995"
18863,"2013","132619"
18863,"2014","-27685"
18865,"2007","-31294"
18865,"2008","51043"
18865,"2009","-135483"
18865,"2010","-400979"
18865,"2011","-200796"
18865,"2012","-155182"
18865,"2013","-340361"
18865,"2014","1033091"
18866,"2007","837524"
18866,"2008","886644"
18866,"2009","-1202306"
18866,"2010","-112959"
18866,"2011","790374"
18866,"2012","602868"
18866,"2013","191127"
18866,"2014","-854223"
18867,"2007","-159179"
18867,"2008","1407383"
18867,"2009","-2762102"
18867,"2010","60728407"
18867,"2011","-2285164"
18867,"2012","-9703761"
18867,"2013","-19480371"
18867,"2014","13872060"
18868,"2007","1146170"
18868,"2008","408207"
18868,"2009","-1882328"
18868,"2010","722187"
18868,"2011","867526"
18868,"2012","30053"
18868,"2013","862063"
18868,"2014","-6250078"
18872,"2007","-913213"
18872,"2008","175770"
18872,"2009","651715"
18872,"2010","1129195"
18872,"2011","1466181"
18872,"2012","1389302"
18872,"2013","1421235"
18872,"2014","-2055291"
18874,"2007","1431573"
18874,"2008","-619447"
18874,"2009","-370030"
18874,"2010","1383647"
18874,"2011","1970926"
18874,"2012","-1757312"
18874,"2013","200482"
18874,"2014","784382"
18881,"2007","-3090979"
18881,"2008","42928"
18881,"2009","313558"
18881,"2010","393779"
18881,"2011","-477102"
18881,"2012","6699562"
18881,"2013","477198"
18881,"2014","-404564"
18884,"2007","-514948"
18884,"2008","-234179"
18884,"2010","26194"
18884,"2011","6584"
18884,"2012","-433950"
18884,"2013","-1378007"
18884,"2014","696753"
18888,"2007","237248"
18888,"2008","-169387"
18888,"2009","-2422"
18888,"2010","693620"
18888,"2011","312420"
18888,"2012","1097245"
18888,"2013","-566992"
18888,"2014","1626286"
18891,"2007","8825"
18891,"2008","-5547918"
18891,"2009","-27432"
18891,"2011","15550"
18891,"2012","-79909"
18891,"2013","133669"
18891,"2014","3394421"
18896,"2007","-10"
18896,"2008","18035"
18896,"2009","-54310"
18896,"2010","-437339"
18896,"2011","-62657"
18896,"2012","447221"
18896,"2013","133251"
18896,"2014","6248"
18899,"2007","-195909"
18899,"2008","-725704"
18899,"2009","-270915"
18899,"2010","-53234"
18900,"2007","-986021"
18900,"2008","532421"
18900,"2009","-284312"
18900,"2010","55524255"
18900,"2011","2433608"
18900,"2012","3035691"
18900,"2013","-573901"
18900,"2014","-1025072"
18906,"2007","-6007945"
18906,"2008","375909"
18906,"2009","-2938512"
18906,"2010","-10443495"
18906,"2011","32134"
18906,"2012","7897677"
18906,"2013","-3724813"
18906,"2014","-2454178"
18911,"2007","-1064934"
18911,"2008","941470"
18911,"2009","-1804874"
18911,"2010","1912087"
18911,"2011","1717889"
18911,"2012","-670946"
18911,"2013","-2523968"
18911,"2014","2130737"
18913,"2007","-1897695"
18913,"2008","1401505"
18913,"2009","981646"
18913,"2010","880828"
18913,"2011","-98985"
18913,"2012","2226397"
18913,"2014","2504636"
18915,"2014","-117120"
18916,"2007","-160242"
18916,"2008","290270"
18916,"2009","452655"
18916,"2010","-9631422"
18916,"2011","2234"
18916,"2012","-731548"
18918,"2007","-10665"
18918,"2008","2471433"
18918,"2009","1214316"
18918,"2010","-197865"
18918,"2011","1507560"
18918,"2012","219681"
18918,"2013","1942736"
18918,"2014","1281198"
18920,"2007","-300865"
18920,"2008","1222977"
18920,"2009","-851715"
18920,"2010","1151450"
18920,"2011","1907735"
18920,"2012","-1351505"
18920,"2013","141599"
18920,"2014","-928875"
18921,"2007","-2569269"
18921,"2008","947446"
18921,"2009","1007453"
18921,"2010","-11321741"
18921,"2011","180730"
18921,"2012","-4275304"
18921,"2013","579911"
18921,"2014","2912200"
18923,"2007","-191365"
18923,"2008","750040"
18923,"2009","205417"
18923,"2010","-1216222"
18923,"2011","12445655"
18923,"2012","-2014454"
18923,"2013","-25307459"
18923,"2014","-14872196"
18925,"2007","-90162927"
18925,"2008","124054592"
18925,"2009","-23526715"
18925,"2010","-210136275"
18925,"2011","242348093"
18925,"2012","-219485492"
18925,"2013","422624322"
18925,"2014","-201549147"
18926,"2007","22196"
18926,"2008","460189"
18926,"2009","-272126"
18926,"2010","131384"
18926,"2011","18175297"
18933,"2007","19574"
18933,"2008","-33229"
18933,"2009","33499"
18936,"2013","203327"
18939,"2007","3679"
18939,"2008","-98544"
18939,"2009","61617"
18939,"2010","92670"
18939,"2011","374064"
18939,"2012","-140660"
18939,"2013","-17381"
18939,"2014","-94703"
18940,"2007","83485"
18940,"2008","112611"
18940,"2009","-2891932"
18940,"2010","-340319"
18940,"2011","525501"
18940,"2012","-376162"
18940,"2013","3394887"
18940,"2014","260954"
18941,"2007","63113"
18941,"2008","990019"
18941,"2009","260742"
18941,"2010","360429"
18941,"2011","399485"
18941,"2012","-313753"
18941,"2013","-995503"
18941,"2014","-2128801"
18942,"2007","-1902183"
18942,"2008","-60180"
18942,"2009","-611025"
18942,"2010","858022"
18942,"2011","2348583"
18942,"2012","177357"
18942,"2013","-4143305"
18942,"2014","981812"
18945,"2007","-422740"
18945,"2008","441016"
18945,"2009","282831"
18945,"2010","109014"
18945,"2011","151316"
18945,"2012","-436468"
18945,"2013","964229"
18945,"2014","423492"
18949,"2007","-321367"
18949,"2008","1179950"
18949,"2009","-336887"
18949,"2010","1342916"
18949,"2011","-274026"
18949,"2012","1761907"
18949,"2013","242271"
18949,"2014","3121"
18951,"2007","-40510"
18951,"2008","-3197"
18959,"2007","358066"
18959,"2008","1443646"
18959,"2009","23476"
18959,"2010","-51801"
18959,"2011","-150777"
18959,"2012","-13003"
18959,"2013","101301"
18959,"2014","-72137"
18962,"2007","54869"
18965,"2007","-88562"
18965,"2011","284910"
18965,"2012","26851"
18965,"2014","-276548"
18966,"2007","-54252"
18966,"2008","123681"
18966,"2009","-6369"
18967,"2007","236405"
18967,"2008","-77747"
18967,"2009","-47688"
18967,"2010","121501"
18967,"2011","-2489921"
18967,"2012","-160099"
18967,"2013","-875161"
18967,"2014","-2258017"
18968,"2007","3221858"
18968,"2008","698608"
18968,"2009","9633"
18968,"2010","277473"
18968,"2011","-1083343"
18968,"2012","-1226436"
18968,"2013","-262511"
18968,"2014","743840"
18972,"2007","14791"
18972,"2008","-1923"
18972,"2009","-38636"
18972,"2010","-153325"
18972,"2011","683828"
18972,"2012","-273399"
18972,"2013","14186"
18972,"2014","-34508"
18973,"2007","4948703"
18973,"2008","1822227"
18973,"2009","4985857"
18973,"2010","4828349"
18973,"2011","-1727087"
18973,"2012","9970340"
18973,"2013","7968352"
18973,"2014","4849214"
18982,"2013","-2143055"
18982,"2014","-283917"
18984,"2007","-401394"
18984,"2008","22345"
18984,"2009","-106623"
18984,"2010","381117"
18984,"2011","144925"
18984,"2012","1071701"
18984,"2013","520562"
18984,"2014","144305"
18987,"2007","4176690"
18987,"2008","3190715"
18987,"2009","2901486"
18987,"2010","-9212218"
18987,"2011","-979216"
18987,"2012","2580600"
18987,"2013","-200681"
18987,"2014","-364773"
18988,"2007","15074"
18988,"2008","426966"
18988,"2009","1951703"
18991,"2007","-117988"
18991,"2008","9126"
18991,"2009","2165260"
18991,"2010","75030"
18991,"2011","-566441"
18991,"2012","-526059"
18991,"2013","47533"
18991,"2014","-145992"
18995,"2007","534429"
18995,"2008","122019"
18995,"2009","-382811"
18995,"2010","-7470"
18995,"2011","518153"
18995,"2012","-317117"
18995,"2013","126967"
18995,"2014","-9168"
18997,"2007","-3074986"
18997,"2008","2422238"
18997,"2009","66185002"
18997,"2010","475471"
18997,"2011","14937837"
18997,"2012","-9364097"
18997,"2013","-34121524"
18997,"2014","-117783"
