1;Burgenland;Eisenstadt;47.85;16.516667
2;Kärnten;Klagenfurt am Wörthersee;46.617778;14.305556
3;Niederösterreich;St. Pölten;48.204722;15.626667
4;Oberösterreich;Linz;48.303056;14.290556
5;Salzburg;Salzburg;47.8;13.033333
6;Steiermark;Graz;47.066667;15.433333
7;Tirol;Innsbruck;47.267222;11.392778
8;Vorarlberg;Bregenz;47.505;9.749167
9;Wien;Wien(Stadt);48.208333;16.373056
