00113;Oberdrosen;10509;105;46.875069;16.1035251;Oberdrosen: Oberdrosen-Bergen: Sankt Martin an der Raab: Jennersdorf: Burgenland: 8384: Österreich
00114;Sankt Martin an der Raab;10509;105;46.9206088;16.1346263;
00115;Welten;10509;105;46.9272765;16.0830149;Welten: Jennersdorf: Burgenland: 8383: Österreich
17523;Eisenberg an der Raab;10509;105;46.9051602;16.1417862;Eisenberg an der Raab: Jennersdorf: Burgenland: 8383: Österreich
00116;Krobotek;10510;105;46.9703905;16.195482;Krobotek: Jennersdorf: Burgenland: 8382: Österreich
00117;Maria Bild;10510;105;46.9589141;16.1869347;Maria Bild: Jennersdorf: Burgenland: 8382: Österreich
00118;Rosendorf;10510;105;46.9782312;16.208618;Rosendorf: Jennersdorf: Burgenland: 8382: Österreich
00119;Weichselbaum;10510;105;46.9416641;16.1863665;
00089;Königsdorf;10511;105;47.0047074;16.1708221;
00106;Mühlgraben;10512;105;46.8866261;16.0380137;
00121;Draßburg;10601;106;47.7458723;16.4876353;
00122;Forchtenstein;10602;106;47.7131848;16.349985;
00125;Hirm;10603;106;47.7869661;16.454586;
00126;Loipersbach im Burgenland;10604;106;47.6984264;16.4690435;
00127;Marz;10605;106;47.7189954;16.4176425;
00128;Mattersburg;10606;106;47.7368423;16.3980488;
00129;Walbersdorf;10606;106;47.7424717;16.4181252;Walbersdorf: Bezirk Mattersburg: Burgenland: 7210: Österreich
00130;Neudörfl;10607;106;47.7978747;16.2979047;
00131;Pöttelsdorf;10608;106;47.7534499;16.4351508;
00134;Pöttsching;10609;106;47.7849011;16.3482177;
00135;Rohrbach bei Mattersburg;10610;106;47.7097133;16.4253971;
00136;Bad Sauerbrunn;10611;106;47.7735946;16.3259817;
00137;Schattendorf;10612;106;47.7118197;16.5106398;
00138;Sieggraben;10613;106;47.6488248;16.3797821;
00140;Sigleß;10614;106;47.7750029;16.3948459;
00141;Wiesen;10615;106;47.7382162;16.3381161;
00124;Antau;10616;106;47.772721;16.4766748;
00120;Baumgarten;10617;106;47.7366018;16.5047245;
00132;Stöttera;10618;106;47.7666436;16.4617048;Stöttera: Bezirk Mattersburg: Burgenland: 7023: Österreich
00133;Zemendorf;10618;106;47.762006;16.453191;Zemendorf: Bezirk Mattersburg: Burgenland: 7023: Österreich
00139;Krensdorf;10619;106;47.7844908;16.4154612;
00142;Andau;10701;107;47.775808;17.0330436;
00143;Apetlon;10702;107;47.7432657;16.8332299;
00144;Bruckneudorf;10703;107;48.0198451;16.7792466;
00145;Kaisersteinbruch;10703;107;47.988105;16.7019459;Kaisersteinbruch: Bezirk Neusiedl: Burgenland: 2462: Österreich
00146;Königshof;10703;107;48.0106259;16.7172504;Königshof: Bezirk Neusiedl: Burgenland: 2462: Österreich
00147;Deutsch Jahrndorf;10704;107;48.0116888;17.1069611;
00148;Frauenkirchen;10705;107;47.837745;16.9241358;
00149;Gattendorf;10706;107;48.0155051;16.9841624;
00152;Gols;10707;107;47.8983503;16.9083706;
00153;Halbturn;10708;107;47.8715134;16.9743014;
00154;Illmitz;10709;107;47.7610752;16.8008294;
00155;Jois;10710;107;47.9493277;16.7890702;
00157;Kittsee;10711;107;48.0924999;17.0638888;
00158;Mönchhof;10712;107;47.8826538;16.9411726;
00159;Neusiedl am See;10713;107;47.917685;16.8291276;
00160;Nickelsdorf;10714;107;47.9403019;17.0661763;
00161;Pama;10715;107;48.0475274;17.0345579;
00162;Pamhagen;10716;107;47.7022616;16.9059181;
00163;Parndorf;10717;107;47.9973956;16.8608307;
00164;Podersdorf am See;10718;107;47.8568111;16.8341439;
00165;Sankt Andrä am Zicksee;10719;107;47.7841321;16.9415;
00166;Tadten;10720;107;47.7640341;16.9867991;
00167;Wallern im Burgenland;10721;107;47.72618;16.9380668;
00168;Weiden am See;10722;107;47.9261532;16.8679364;
00169;Winden am See;10723;107;47.9505257;16.7563089;
00170;Zurndorf;10724;107;47.9841599;17.0030199;
00150;Neudorf;10725;107;48.0156502;16.9296129;
00151;Potzneusiedl;10726;107;48.0383595;16.9410568;
00156;Edelstal;10727;107;48.0992101;16.9884234;
00171;Deutschkreutz;10801;108;47.5932902;16.6344014;
01192;Girm;10801;108;47.5998011;16.6062303;Girm: Bezirk Oberpullendorf: Burgenland: 7301: Österreich
00173;Draßmarkt;10802;108;47.5102623;16.4008189;
00174;Karl;10802;108;47.5085463;16.3453503;Karl: Bezirk Oberpullendorf: Burgenland: 7374: Österreich
00175;Oberrabnitz;10802;108;47.4931494;16.3543773;Oberrabnitz: Bezirk Oberpullendorf: Burgenland: 7374: Österreich
00176;Frankenau;10803;108;47.448392;16.6094176;Frankenau/Frakanava: Bezirk Oberpullendorf: Burgenland: 7361: Österreich
00177;Großmutschen;10803;108;47.4669147;16.5848964;Großmutschen/Mučindrof: Bezirk Oberpullendorf: Burgenland: 7452: Österreich
00178;Kleinmutschen;10803;108;47.4633283;16.5722629;Kleinmutschen/Pervane: Bezirk Oberpullendorf: Burgenland: 7452: Österreich
00179;Unterpullendorf;10803;108;47.4750599;16.540946;Unterpullendorf/Dolnja Pulja: Bezirk Oberpullendorf: Burgenland: 7452: Österreich
00180;Großwarasdorf;10804;108;47.5396097;16.5527854;
00181;Kleinwarasdorf;10804;108;47.5412082;16.5861713;Kleinwarasdorf/Mali Borištof: Bezirk Oberpullendorf: Burgenland: 7304: Österreich
00182;Langental;10804;108;47.503386;16.5438149;Langental/Longitolj: Bezirk Oberpullendorf: Burgenland: 7350: Österreich
00183;Nebersdorf;10804;108;47.5142934;16.5678493;Nebersdorf/Šuševo: Bezirk Oberpullendorf: Burgenland: 7304: Österreich
00184;Horitschon;10805;108;47.5848329;16.5478385;
00185;Unterpetersdorf;10805;108;47.591025;16.5815213;Unterpetersdorf: Bezirk Oberpullendorf: Burgenland: 7312: Österreich
00186;Kaisersdorf;10806;108;47.5367161;16.385419;
00188;Kobersdorf;10807;108;47.5967488;16.3926882;
00189;Lindgraben;10807;108;47.5749528;16.3989472;Lindgraben: Bezirk Oberpullendorf: Burgenland: 7332: Österreich
00190;Oberpetersdorf;10807;108;47.6129382;16.3770561;Oberpetersdorf: Bezirk Oberpullendorf: Burgenland: 7332: Österreich
00191;Lackenbach;10808;108;47.617672;16.4380077;
00192;Glashütten bei Langeck im Burgenland;10809;108;47.3745876;16.3837194;Glashütten: Bezirk Oberpullendorf: Burgenland: 7442: Österreich
00193;Hammerteich;10809;108;47.4087067;16.4293225;Hammerteich: Bezirk Oberpullendorf: Burgenland: 7442: Österreich
00194;Hochstraß;10809;108;47.4286006;16.4029334;Hochstraß: Bezirk Oberpullendorf: Burgenland: 7442: Österreich
00195;Langeck im Burgenland;10809;108;47.4019864;16.3750048;Langeck: Bezirk Oberpullendorf: Burgenland: 7442: Österreich
00196;Lockenhaus;10809;108;47.4071358;16.4189435;
00197;Lutzmannsburg;10810;108;47.4637739;16.6402144;
00198;Strebersdorf;10810;108;47.456585;16.6160688;Strebersdorf: Bezirk Oberpullendorf: Burgenland: 7361: Österreich
00199;Klostermarienberg;10811;108;47.4228728;16.5649182;Klostermarienberg: Bezirk Oberpullendorf: Burgenland: 7444: Österreich
00200;Liebing;10811;108;47.4141069;16.493577;Liebing: Bezirk Oberpullendorf: Burgenland: 7443: Österreich
00201;Mannersdorf an der Rabnitz;10811;108;47.4295624;16.5278233;
00203;Rattersdorf;10811;108;47.4080661;16.4986196;Rattersdorf: Bezirk Oberpullendorf: Burgenland: 7443: Österreich
00204;Unterloisdorf;10811;108;47.4368828;16.534609;Unterloisdorf: Bezirk Oberpullendorf: Burgenland: 7444: Österreich
00205;Landsee;10812;108;47.5587567;16.3322612;Landsee: Bezirk Oberpullendorf: Burgenland: Österreich
00206;Markt Sankt Martin;10812;108;47.5630399;16.3566492;
00207;Neudorf bei Landsee;10812;108;47.5613319;16.3817644;Neudorf bei Landsee: Bezirk Oberpullendorf: Burgenland: 7342: Österreich
00208;Haschendorf;10813;108;47.5974768;16.5741582;Haschendorf: Bezirk Oberpullendorf: Burgenland: 7311: Österreich
00209;Neckenmarkt;10813;108;47.6083727;16.5496644;
00210;Neutal;10814;108;47.5407284;16.4508936;
00211;Kroatisch Geresdorf;10815;108;47.4924163;16.611811;Kroatisch Geresdorf: Nikitsch/Filež: Bezirk Oberpullendorf: Burgenland: 7302: Österreich
00212;Kroatisch Minihof;10815;108;47.5267217;16.6462403;Kroatisch Minihof/Mjenovo: Bezirk Oberpullendorf: Burgenland: 7302: Österreich
00213;Nikitsch;10815;108;47.53533;16.6603337;
00214;Mitterpullendorf;10816;108;47.4951465;16.5170216;Mitterpullendorf: Bezirk Oberpullendorf: Burgenland: 7350: Österreich
00215;Oberpullendorf;10816;108;47.4956952;16.5168581;
